"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","oss-2",,,,"User:","sachin"
"Cmdline:","dstat -D sda2,sda3,sda5,sda9,sda -N eth1,eth2,eth3,eth4,eth5,total -tcnmdls --disk-util --output dstat.csv 1 460",,,,"Date:","06 May 2013 12:18:46 IST"

"system","total cpu usage",,,,,,"net/eth1",,"net/eth2",,"net/eth3",,"net/eth4",,"net/eth5",,"net/total",,"memory usage",,,,"dsk/sda2",,"dsk/sda3",,"dsk/sda5",,"dsk/sda9",,"dsk/sda",,"load avg",,,"swap",,"sda2","sda3","sda5","sda9","sda"
06-05 12:19:51,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,1806014.0,51764.0,64.0,0.0,64.0,0.0,0.0,0.0,1806398.0,51764.0,780296192.0,270364672.0,3179683840.0,29388337152.0,0.0,1912832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912832.0,0.870,0.620,0.470,528384.0,33553895424.0,23.500,0.0,0.0,0.0,23.500
06-05 12:19:52,0.063,0.063,99.500,0.344,0.0,0.031,64.0,0.0,1721268.0,48736.0,0.0,0.0,0.0,0.0,64.0,0.0,1721716.0,48736.0,780365824.0,270372864.0,3180748800.0,29387194368.0,0.0,1458176.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,1482752.0,0.880,0.630,0.480,528384.0,33553895424.0,27.0,0.0,0.0,1.700,28.100
06-05 12:19:53,0.063,0.063,99.468,0.407,0.0,0.0,0.0,0.0,1192824.0,37294.0,64.0,0.0,64.0,0.0,0.0,0.0,1193080.0,37294.0,780349440.0,270372864.0,3181780992.0,29386178560.0,0.0,3563520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563520.0,0.880,0.630,0.480,528384.0,33553895424.0,30.700,0.0,0.0,0.0,30.700
06-05 12:19:54,0.094,0.094,99.593,0.219,0.0,0.0,64.0,0.0,1601688.0,46114.0,0.0,0.0,0.0,0.0,64.0,0.0,1602072.0,46114.0,780398592.0,270372864.0,3183382528.0,29384527872.0,0.0,1687552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687552.0,0.880,0.630,0.480,528384.0,33553895424.0,25.500,0.0,0.0,0.0,25.500
06-05 12:19:55,0.156,0.219,99.219,0.375,0.0,0.031,0.0,0.0,1659998.0,47152.0,325.0,0.0,64.0,0.0,64.0,0.0,1660643.0,47152.0,781586432.0,270381056.0,3185385472.0,29381328896.0,0.0,1904640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904640.0,0.880,0.630,0.480,528384.0,33553895424.0,24.400,0.0,0.0,0.0,24.400
06-05 12:19:56,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,1245030.0,37276.0,0.0,0.0,0.0,0.0,0.0,0.0,1245446.0,37276.0,781123584.0,270381056.0,3186720768.0,29380456448.0,0.0,1425408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425408.0,0.880,0.630,0.480,528384.0,33553895424.0,25.800,0.0,0.0,0.0,25.800
06-05 12:19:57,0.063,0.094,99.625,0.219,0.0,0.0,0.0,0.0,1697452.0,48862.0,64.0,0.0,64.0,0.0,64.0,0.0,1697932.0,48862.0,781172736.0,270381056.0,3188195328.0,29378932736.0,0.0,1765376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765376.0,1.050,0.660,0.490,528384.0,33553895424.0,25.0,0.0,0.0,0.0,25.0
06-05 12:19:58,0.094,0.063,99.343,0.501,0.0,0.0,64.0,0.0,1600820.0,46686.0,0.0,0.0,0.0,0.0,0.0,0.0,1601236.0,46686.0,780980224.0,270389248.0,3189141504.0,29378170880.0,0.0,1626112.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,1642496.0,1.050,0.660,0.490,528384.0,33553895424.0,28.400,0.0,0.0,2.400,29.700
06-05 12:19:59,0.094,0.063,99.656,0.156,0.0,0.031,0.0,0.0,1642572.0,47304.0,64.0,0.0,64.0,0.0,64.0,0.0,1643148.0,47304.0,780636160.0,270389248.0,3191414784.0,29376241664.0,0.0,1794048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794048.0,1.050,0.660,0.490,528384.0,33553895424.0,24.300,0.0,0.0,0.0,24.300
06-05 12:20:00,0.063,0.063,99.625,0.250,0.0,0.0,64.0,0.0,1600940.0,44882.0,0.0,0.0,64.0,0.0,0.0,0.0,1601420.0,44882.0,780763136.0,270393344.0,3192299520.0,29375225856.0,0.0,1536000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536000.0,1.050,0.660,0.490,528384.0,33553895424.0,22.600,0.0,0.0,0.0,22.600
06-05 12:20:01,0.156,0.188,99.124,0.532,0.0,0.0,0.0,0.0,1938124.0,53478.0,64.0,0.0,0.0,0.0,64.0,0.0,1938444.0,53478.0,781996032.0,270401536.0,3211255808.0,29355028480.0,0.0,19103744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19140608.0,1.050,0.660,0.490,528384.0,33553895424.0,30.200,0.0,0.0,0.0,32.500
06-05 12:20:02,0.063,0.094,99.593,0.219,0.0,0.031,64.0,0.0,1641578.0,47234.0,64.0,0.0,64.0,0.0,260.0,0.0,1642286.0,47234.0,781918208.0,270401536.0,3213099008.0,29353263104.0,0.0,1925120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925120.0,0.970,0.650,0.490,528384.0,33553895424.0,26.200,0.0,0.0,0.0,26.200
06-05 12:20:03,0.063,0.094,99.625,0.219,0.0,0.0,0.0,0.0,1727980.0,49950.0,0.0,0.0,0.0,0.0,64.0,0.0,1728386.0,49950.0,781737984.0,270401536.0,3214540800.0,29352001536.0,0.0,1630208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630208.0,0.970,0.650,0.490,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:20:04,0.063,0.063,99.593,0.282,0.0,0.0,64.0,0.0,1155808.0,34210.0,64.0,0.0,325.0,0.0,0.0,0.0,1156603.0,34210.0,782057472.0,270409728.0,3215101952.0,29351112704.0,0.0,1245184.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1257472.0,0.970,0.650,0.490,528384.0,33553895424.0,23.300,0.0,0.0,2.800,24.800
06-05 12:20:05,0.094,0.094,99.625,0.188,0.0,0.0,64.0,0.0,1638296.0,46916.0,0.0,0.0,0.0,0.0,64.0,0.0,1638680.0,46916.0,781828096.0,270409728.0,3216535552.0,29349908480.0,0.0,1622016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622016.0,0.970,0.650,0.490,528384.0,33553895424.0,23.0,0.0,0.0,0.0,23.0
06-05 12:20:06,0.094,0.063,99.531,0.281,0.0,0.031,0.0,0.0,1140388.0,35550.0,64.0,0.0,64.0,0.0,0.0,0.0,1140772.0,35550.0,781619200.0,270417920.0,3218259968.0,29348384768.0,0.0,1617920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617920.0,0.970,0.650,0.490,528384.0,33553895424.0,25.400,0.0,0.0,0.0,25.400
06-05 12:20:07,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,1457840.0,43434.0,0.0,0.0,0.0,0.0,64.0,0.0,1458288.0,43434.0,781631488.0,270417920.0,3219644416.0,29346988032.0,0.0,1478656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478656.0,0.970,0.660,0.490,528384.0,33553895424.0,20.900,0.0,0.0,0.0,20.900
06-05 12:20:08,0.094,0.125,99.687,0.094,0.0,0.0,0.0,0.0,1826998.0,51790.0,64.0,0.0,64.0,0.0,0.0,0.0,1827382.0,51790.0,781176832.0,270417920.0,3221278720.0,29345808384.0,0.0,2039808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039808.0,0.970,0.660,0.490,528384.0,33553895424.0,24.100,0.0,0.0,0.0,24.100
06-05 12:20:09,0.063,0.063,99.812,0.063,0.0,0.0,64.0,0.0,1211846.0,36144.0,0.0,0.0,0.0,0.0,64.0,0.0,1212294.0,36144.0,781172736.0,270417920.0,3222425600.0,29344665600.0,0.0,1359872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359872.0,0.970,0.660,0.490,528384.0,33553895424.0,22.400,0.0,0.0,0.0,22.400
06-05 12:20:10,0.063,0.063,99.499,0.375,0.0,0.0,0.0,0.0,1521888.0,45012.0,64.0,0.0,64.0,0.0,0.0,0.0,1522524.0,45012.0,781086720.0,270426112.0,3223900160.0,29343268864.0,0.0,1576960.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1589248.0,0.970,0.660,0.490,528384.0,33553895424.0,24.300,0.0,0.0,1.600,25.600
06-05 12:20:11,0.063,0.063,99.562,0.313,0.0,0.0,64.0,0.0,1582908.0,46050.0,0.0,0.0,0.0,0.0,64.0,0.0,1583356.0,46050.0,781172736.0,270430208.0,3224571904.0,29342507008.0,0.0,1474560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474560.0,0.970,0.660,0.490,528384.0,33553895424.0,24.800,0.0,0.0,0.0,24.800
06-05 12:20:12,0.094,0.125,99.375,0.375,0.0,0.031,0.0,0.0,1128366.0,35036.0,64.0,0.0,64.0,0.0,0.0,0.0,1128686.0,35082.0,780931072.0,270430208.0,3226464256.0,29340856320.0,0.0,1617920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617920.0,0.970,0.660,0.490,528384.0,33553895424.0,25.0,0.0,0.0,0.0,25.0
06-05 12:20:13,0.063,0.125,99.531,0.281,0.0,0.0,64.0,0.0,1487268.0,43048.0,0.0,0.0,0.0,0.0,64.0,0.0,1487652.0,43048.0,782086144.0,270438400.0,3244093440.0,29322063872.0,0.0,18186240.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,18194432.0,0.970,0.660,0.490,528384.0,33553895424.0,26.300,0.0,0.0,2.100,26.300
06-05 12:20:14,0.063,0.094,99.499,0.344,0.0,0.0,0.0,0.0,1620532.0,46236.0,64.0,0.0,64.0,0.0,0.0,0.0,1620852.0,46236.0,781500416.0,270438400.0,3245969408.0,29320773632.0,0.0,1646592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646592.0,0.970,0.660,0.490,528384.0,33553895424.0,24.900,0.0,0.0,0.0,24.900
06-05 12:20:15,0.063,0.031,99.718,0.188,0.0,0.0,64.0,0.0,1236608.0,37784.0,0.0,0.0,0.0,0.0,64.0,0.0,1236992.0,37784.0,781668352.0,270438400.0,3246555136.0,29320019968.0,0.0,1236992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236992.0,0.970,0.660,0.490,528384.0,33553895424.0,23.100,0.0,0.0,0.0,23.100
06-05 12:20:16,0.094,0.094,99.562,0.250,0.0,0.0,0.0,0.0,1305935.0,38638.0,64.0,0.0,64.0,0.0,0.0,0.0,1306255.0,38638.0,781766656.0,270446592.0,3247726592.0,29318742016.0,0.0,1368064.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1380352.0,0.970,0.660,0.490,528384.0,33553895424.0,24.800,0.0,0.0,1.200,25.700
06-05 12:20:17,0.063,0.094,99.625,0.219,0.0,0.0,64.0,0.0,1167882.0,36924.0,0.0,0.0,0.0,0.0,64.0,0.0,1168266.0,36924.0,781758464.0,270446592.0,3248734208.0,29317742592.0,0.0,1249280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249280.0,0.970,0.670,0.490,528384.0,33553895424.0,23.0,0.0,0.0,0.0,23.0
06-05 12:20:18,0.063,0.094,99.468,0.344,0.0,0.031,0.0,0.0,1389400.0,41360.0,64.0,0.0,64.0,0.0,0.0,0.0,1389720.0,41360.0,781168640.0,270454784.0,3250712576.0,29316345856.0,0.0,2420736.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,2445312.0,0.970,0.670,0.490,528384.0,33553895424.0,29.600,0.0,0.0,2.300,29.600
06-05 12:20:19,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,1322134.0,39954.0,0.0,0.0,0.0,0.0,64.0,0.0,1322518.0,39954.0,781852672.0,270454784.0,3251298304.0,29315076096.0,0.0,1421312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421312.0,0.970,0.670,0.490,528384.0,33553895424.0,21.900,0.0,0.0,0.0,21.900
06-05 12:20:20,0.063,0.063,99.593,0.282,0.0,0.0,260.0,0.0,1348490.0,39872.0,64.0,0.0,64.0,0.0,64.0,0.0,1349198.0,39872.0,781651968.0,270454784.0,3252641792.0,29313933312.0,0.0,1310720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310720.0,0.970,0.670,0.490,528384.0,33553895424.0,25.700,0.0,0.0,0.0,25.700
06-05 12:20:21,0.063,0.031,99.656,0.250,0.0,0.0,64.0,0.0,996792.0,31536.0,261.0,0.0,64.0,0.0,0.0,0.0,997501.0,31536.0,781615104.0,270454784.0,3253567488.0,29313044480.0,0.0,1093632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093632.0,0.970,0.670,0.490,528384.0,33553895424.0,26.0,0.0,0.0,0.0,26.0
06-05 12:20:22,0.063,0.094,99.562,0.281,0.0,0.0,0.0,0.0,1182042.0,36740.0,64.0,0.0,0.0,0.0,64.0,0.0,1182426.0,36740.0,781549568.0,270462976.0,3254640640.0,29312028672.0,0.0,1425408.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,1449984.0,0.970,0.670,0.500,528384.0,33553895424.0,26.100,0.0,0.0,1.200,26.300
06-05 12:20:23,0.063,0.063,99.500,0.344,0.0,0.031,64.0,0.0,1297830.0,39324.0,64.0,0.0,64.0,0.0,0.0,0.0,1298342.0,39324.0,781549568.0,270471168.0,3255767040.0,29310894080.0,0.0,3559424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3559424.0,0.970,0.670,0.500,528384.0,33553895424.0,28.600,0.0,0.0,0.0,28.600
06-05 12:20:24,0.094,0.094,99.500,0.313,0.0,0.0,0.0,0.0,1204038.0,36226.0,0.0,0.0,0.0,0.0,64.0,0.0,1204358.0,36226.0,781332480.0,270471168.0,3256872960.0,29310005248.0,0.0,1363968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363968.0,0.970,0.670,0.500,528384.0,33553895424.0,23.300,0.0,0.0,0.0,23.300
06-05 12:20:25,0.063,0.031,99.625,0.282,0.0,0.0,64.0,0.0,1343022.0,40628.0,64.0,0.0,64.0,0.0,0.0,0.0,1343534.0,40628.0,781312000.0,270471168.0,3258036224.0,29308862464.0,0.0,1437696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437696.0,0.970,0.670,0.500,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:20:26,0.063,0.063,99.531,0.344,0.0,0.0,0.0,0.0,1357122.0,40184.0,0.0,0.0,0.0,0.0,64.0,0.0,1357442.0,40184.0,781287424.0,270471168.0,3259338752.0,29307584512.0,0.0,1523712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523712.0,0.970,0.670,0.500,528384.0,33553895424.0,23.200,0.0,0.0,0.0,23.200
06-05 12:20:27,0.094,0.156,99.406,0.344,0.0,0.0,64.0,0.0,1127576.0,34578.0,64.0,0.0,64.0,0.0,0.0,0.0,1127960.0,34578.0,781991936.0,270479360.0,3277799424.0,29288411136.0,0.0,18341888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18341888.0,0.980,0.680,0.500,528384.0,33553895424.0,26.700,0.0,0.0,0.0,26.700
06-05 12:20:28,0.063,0.094,99.406,0.438,0.0,0.0,0.0,0.0,1546966.0,45566.0,0.0,0.0,0.0,0.0,64.0,0.0,1547286.0,45566.0,782073856.0,270487552.0,3278598144.0,29287522304.0,0.0,1323008.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1335296.0,0.980,0.680,0.500,528384.0,33553895424.0,27.500,0.0,0.0,1.300,28.100
06-05 12:20:29,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,1164372.0,34732.0,64.0,0.0,64.0,0.0,260.0,0.0,1165016.0,34732.0,782143488.0,270487552.0,3279671296.0,29286379520.0,0.0,1228800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228800.0,0.980,0.680,0.500,528384.0,33553895424.0,20.300,0.0,0.0,0.0,20.300
06-05 12:20:30,0.063,0.094,99.406,0.407,0.0,0.031,0.0,0.0,1312956.0,39782.0,0.0,0.0,261.0,0.0,64.0,0.0,1313537.0,39782.0,782077952.0,270487552.0,3280879616.0,29285236736.0,0.0,1605632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605632.0,0.980,0.680,0.500,528384.0,33553895424.0,23.600,0.0,0.0,0.0,23.600
06-05 12:20:31,0.063,0.063,99.593,0.281,0.0,0.0,64.0,0.0,1347670.0,40920.0,64.0,0.0,64.0,0.0,0.0,0.0,1348054.0,40920.0,782069760.0,270487552.0,3282030592.0,29284093952.0,0.0,1400832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400832.0,0.980,0.680,0.500,528384.0,33553895424.0,22.200,0.0,0.0,0.0,22.200
06-05 12:20:32,0.094,0.063,99.687,0.156,0.0,0.0,0.0,0.0,1259656.0,38706.0,0.0,0.0,0.0,0.0,64.0,0.0,1259976.0,38706.0,782114816.0,270495744.0,3283120128.0,29282951168.0,0.0,1335296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335296.0,0.980,0.680,0.500,528384.0,33553895424.0,19.900,0.0,0.0,0.0,19.900
06-05 12:20:33,0.031,0.063,99.812,0.094,0.0,0.0,64.0,0.0,1271442.0,37316.0,64.0,0.0,64.0,0.0,0.0,0.0,1271826.0,37316.0,781963264.0,270495744.0,3284795392.0,29281427456.0,0.0,1421312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421312.0,0.980,0.680,0.500,528384.0,33553895424.0,20.0,0.0,0.0,0.0,20.0
06-05 12:20:34,0.094,0.063,99.625,0.219,0.0,0.0,0.0,0.0,1224518.0,37428.0,0.0,0.0,0.0,0.0,64.0,0.0,1224838.0,37428.0,782012416.0,270503936.0,3285372928.0,29280792576.0,0.0,1433600.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1445888.0,0.980,0.680,0.500,528384.0,33553895424.0,22.300,0.0,0.0,1.500,23.800
06-05 12:20:35,0.031,0.063,99.812,0.094,0.0,0.0,64.0,0.0,1261188.0,37798.0,64.0,0.0,64.0,0.0,0.0,0.0,1261572.0,37798.0,781946880.0,270503936.0,3286446080.0,29279784960.0,0.0,1171456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171456.0,0.980,0.680,0.500,528384.0,33553895424.0,15.800,0.0,0.0,0.0,15.800
06-05 12:20:36,0.094,0.094,99.750,0.031,0.0,0.031,64.0,0.0,1210554.0,36824.0,0.0,0.0,0.0,0.0,64.0,0.0,1211190.0,36824.0,781910016.0,270503936.0,3287633920.0,29278633984.0,0.0,1400832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400832.0,0.980,0.680,0.500,528384.0,33553895424.0,18.900,0.0,0.0,0.0,18.900
06-05 12:20:37,0.063,0.063,99.750,0.125,0.0,0.0,0.0,0.0,1313114.0,40938.0,64.0,0.0,64.0,0.0,0.0,0.0,1314108.0,40938.0,781717504.0,270512128.0,3289468928.0,29276983296.0,0.0,1716224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716224.0,0.980,0.690,0.500,528384.0,33553895424.0,22.0,0.0,0.0,0.0,22.0
06-05 12:20:38,0.094,0.094,99.469,0.344,0.0,0.0,64.0,0.0,1548520.0,45534.0,0.0,0.0,0.0,0.0,64.0,0.0,1549096.0,45534.0,781725696.0,270512128.0,3290984448.0,29275459584.0,0.0,1605632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605632.0,0.980,0.690,0.500,528384.0,33553895424.0,21.700,0.0,0.0,0.0,21.700
06-05 12:20:39,0.094,0.063,99.656,0.188,0.0,0.0,0.0,0.0,1566692.0,45268.0,64.0,0.0,64.0,0.0,0.0,0.0,1567268.0,45268.0,781864960.0,270512128.0,3291734016.0,29274570752.0,0.0,1458176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458176.0,0.980,0.690,0.500,528384.0,33553895424.0,20.0,0.0,0.0,0.0,20.0
06-05 12:20:40,0.063,0.156,99.437,0.313,0.0,0.031,64.0,0.0,1218952.0,35712.0,0.0,0.0,0.0,0.0,64.0,0.0,1219336.0,35712.0,782929920.0,270528512.0,3309445120.0,29255778304.0,0.0,18227200.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,18239488.0,0.980,0.690,0.500,528384.0,33553895424.0,21.900,0.0,0.0,1.500,23.100
06-05 12:20:41,0.063,0.063,99.719,0.156,0.0,0.0,0.0,0.0,1039462.0,31894.0,64.0,0.0,64.0,0.0,0.0,0.0,1039782.0,31894.0,782589952.0,270528512.0,3310546944.0,29255016448.0,0.0,1069056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069056.0,0.980,0.690,0.500,528384.0,33553895424.0,19.0,0.0,0.0,0.0,19.0
06-05 12:20:42,0.063,0.063,99.625,0.250,0.0,0.0,64.0,0.0,918498.0,29570.0,64.0,0.0,0.0,0.0,64.0,0.0,918946.0,29570.0,782917632.0,270528512.0,3311362048.0,29253873664.0,0.0,1142784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142784.0,0.980,0.690,0.510,528384.0,33553895424.0,21.400,0.0,0.0,0.0,21.400
06-05 12:20:43,0.031,0.063,99.781,0.125,0.0,0.0,0.0,0.0,1125689.0,36478.0,0.0,0.0,64.0,0.0,64.0,0.0,1126009.0,36478.0,782409728.0,270528512.0,3312369664.0,29253373952.0,0.0,1064960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064960.0,0.980,0.690,0.510,528384.0,33553895424.0,22.700,0.0,0.0,0.0,22.700
06-05 12:20:44,0.094,0.063,99.656,0.188,0.0,0.0,64.0,0.0,964504.0,31694.0,64.0,0.0,0.0,0.0,0.0,0.0,964888.0,31694.0,782913536.0,270528512.0,3313262592.0,29251977216.0,0.0,1191936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204224.0,0.980,0.690,0.510,528384.0,33553895424.0,21.900,0.0,0.0,0.0,23.100
06-05 12:20:45,0.062,0.094,99.531,0.281,0.0,0.031,0.0,0.0,1355082.0,40222.0,0.0,0.0,64.0,0.0,64.0,0.0,1355402.0,40222.0,782557184.0,270536704.0,3314499584.0,29251088384.0,0.0,1499136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499136.0,0.980,0.690,0.510,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:20:46,0.094,0.063,99.562,0.282,0.0,0.0,324.0,0.0,1098462.0,35428.0,64.0,0.0,64.0,0.0,0.0,0.0,1099042.0,35428.0,782430208.0,270544896.0,3316142080.0,29249564672.0,0.0,1384448.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1396736.0,0.980,0.690,0.510,528384.0,33553895424.0,23.100,0.0,0.0,1.700,24.800
06-05 12:20:47,0.094,0.063,99.687,0.156,0.0,0.0,0.0,0.0,1358534.0,40406.0,0.0,0.0,0.0,0.0,64.0,0.0,1358790.0,40406.0,782536704.0,270544896.0,3316670464.0,29248929792.0,0.0,1208320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208320.0,0.980,0.700,0.510,528384.0,33553895424.0,23.400,0.0,0.0,0.0,23.400
06-05 12:20:48,0.063,0.063,99.625,0.250,0.0,0.0,64.0,0.0,1217698.0,37758.0,325.0,0.0,64.0,0.0,0.0,0.0,1218279.0,37758.0,782471168.0,270544896.0,3317760000.0,29247905792.0,0.0,2191360.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,2207744.0,0.980,0.700,0.510,528384.0,33553895424.0,26.300,0.0,0.0,3.600,27.300
06-05 12:20:49,0.094,0.063,99.687,0.156,0.0,0.0,0.0,0.0,1091174.0,34494.0,0.0,0.0,0.0,0.0,64.0,0.0,1091430.0,34494.0,782225408.0,270544896.0,3319402496.0,29246509056.0,0.0,1286144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286144.0,0.980,0.700,0.510,528384.0,33553895424.0,21.800,0.0,0.0,0.0,21.800
06-05 12:20:50,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,1111850.0,34698.0,64.0,0.0,64.0,0.0,0.0,0.0,1112170.0,34698.0,782426112.0,270553088.0,3319701504.0,29246001152.0,0.0,1089536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089536.0,0.980,0.700,0.510,528384.0,33553895424.0,24.600,0.0,0.0,0.0,24.600
06-05 12:20:51,0.094,0.031,99.625,0.250,0.0,0.0,0.0,0.0,1213994.0,37040.0,0.0,0.0,0.0,0.0,64.0,0.0,1214250.0,37040.0,782602240.0,270553088.0,3320795136.0,29244731392.0,0.0,1351680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351680.0,0.980,0.700,0.510,528384.0,33553895424.0,23.500,0.0,0.0,0.0,23.500
06-05 12:20:52,0.031,0.063,99.593,0.313,0.0,0.0,64.0,0.0,1388474.0,42822.0,64.0,0.0,64.0,0.0,0.0,0.0,1388794.0,42822.0,782417920.0,270561280.0,3322114048.0,29243588608.0,0.0,1437696.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,1462272.0,0.980,0.700,0.510,528384.0,33553895424.0,27.400,0.0,0.0,1.800,28.800
06-05 12:20:53,0.094,0.063,99.562,0.281,0.0,0.0,0.0,0.0,959822.0,32634.0,0.0,0.0,0.0,0.0,64.0,0.0,960078.0,32634.0,782487552.0,270561280.0,3322933248.0,29242699776.0,0.0,2936832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2936832.0,0.980,0.700,0.510,528384.0,33553895424.0,26.800,0.0,0.0,0.0,26.800
06-05 12:20:54,0.063,0.063,99.781,0.094,0.0,0.0,64.0,0.0,1151978.0,35246.0,64.0,0.0,64.0,0.0,0.0,0.0,1152298.0,35246.0,782471168.0,270561280.0,3323965440.0,29241683968.0,0.0,1392640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392640.0,0.980,0.700,0.510,528384.0,33553895424.0,22.100,0.0,0.0,0.0,22.100
06-05 12:20:55,0.156,0.156,99.374,0.282,0.0,0.031,0.0,0.0,1309080.0,40322.0,0.0,0.0,0.0,0.0,64.0,0.0,1309336.0,40322.0,783265792.0,270569472.0,3325202432.0,29239644160.0,0.0,1368064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368064.0,0.980,0.700,0.510,528384.0,33553895424.0,25.300,0.0,0.0,0.0,25.300
06-05 12:20:56,0.063,0.156,99.437,0.344,0.0,0.0,64.0,0.0,1265934.0,36782.0,64.0,0.0,64.0,0.0,0.0,0.0,1266414.0,36782.0,783945728.0,270581760.0,3343810560.0,29220343808.0,4096.0,18329600.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,18329600.0,0.980,0.700,0.510,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:20:57,0.031,0.063,99.750,0.156,0.0,0.0,64.0,0.0,1301794.0,39064.0,0.0,0.0,0.0,0.0,64.0,0.0,1302274.0,39064.0,784158720.0,270581760.0,3344232448.0,29219708928.0,0.0,995328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995328.0,0.980,0.710,0.510,528384.0,33553895424.0,22.400,0.0,0.0,0.0,22.400
